question_id,created,tag_list,title,q_descrip,num_follow,num_view
21491305,1376657453,"[""iOS 应用"",""平板电脑"",""协同办公""]",平板设备或电脑上有哪些适用于远程小组讨论的优秀应用或服务？,要求如下： 1，多个组员身在不同的地方可以通过因特网实时进行同一个文件的更新和互动（类似于google docs） 2，最好可以利用平板设备进行手写或涂鸦表达自己的想法 3，尤其是头脑风暴、讨论初期想法等表达方式比较自由的小组活动可以使用的服务 4，该服务免费或者可以免费体验互动功能后付费 5，因为是和外国人合作，最好是英语版本。 目前可以找到的符合标准的应用比如Jot! Whiteboard https://itunes.apple.com/us/app/jot!-whiteboard-free/id371937922?mt=8 但是如果要使用小…,57,2468
21509847,1376974328,"[""日本"",""日本文化"",""酒桌文化""]",日本人在酒桌上会像中国人那样劝酒吗？,提这个问题的初衷，是因为看到中、日、韩三国的「酒文化」在细节及深层原因上有哪些异同？ 这个问题下，很多人表示日本是没有劝酒文化的。在@谢牧阳同学的专栏里，虽然详细的叙述了日本酒桌文化，但也以“日本人基本不劝酒”这个观点为主。 在外国人接触的一部分日本文化中，的确是有“不劝酒”的部分，但我宁愿称之为“因为关系不够近或者场合不同而没有劝酒”。在真实深入日本社会的过程中，最开始以为“日本人不劝酒”的外国…,214,23917
21280946,1372743140,"[""日语"",""马伯庸""]",祥瑞御免中的「御免」在古汉语中本是什么意思，和日语道歉的「御免」（ごめん）又有什么联系？,如题。,42,6984
21389688,1374846749,"[""生活常识""]",在风来的一瞬间按住裙子何处才能最大程度避免走光？,这是一个物理问题。妹子穿的是短裙，求双手或单手按住裙子能最有效阻止走光的点。 走光定义：被看到小裤裤 有几个前提： 1，风除了一般的大风，最凶猛的一般发生于地铁，从下往上吹。 2，安全裤这种天太热了 3，必然是心仪的裙子不能换的。换裙子的话就不构成该题目了，那直接穿裤子就完了。 4，被看到男同志固然爽，但是太不雅。 5，穿过裙子的女生会比较有经验，A字裙材质又比较轻柔的话，是无法全部按住的，按前面飘后面，按…,201,26872
21062395,1368583759,"[""留学"",""留学申请"",""留学日本""]",申请到去日本留学的朋友，都有哪些值得分享的经历？,欢迎大家写下自己从决定去日本留学到申请成功的亲身经历和经验，以及给后来人的建议。,3518,136483
53321708,1480931438,"[""词义"",""网络语言"",""词源""]",“学酥” 这个词是什么意思？,在知乎上看见好多次了，但是不太懂这词怎么来的及其含义。,6,785
52335819,1478404106,"[""优步（Uber）"",""盲人"",""社会公平"",""滴滴出行"",""Accessibility""]",如何看待滴滴收购 Uber 后推出的新 Uber 中国 App 不再支持盲人使用？,参考下面的截屏。AppStore 中来自一位盲人网友的评论。,398,110628
52253320,1478163285,"[""数学猜想"",""基础数学"",""数学研究""]",你研究的数学领域，有哪些重要但是不出名的猜想？,"不出名的标准，大概是数学里别的领域的人不太知道的这种程度吧。黎曼假设，BSD, Hodge 猜想这种就不用说了。另外请多说两句，别扔个猜想的名字就跑。",362,24282
51781095,1476924749,"[""法国"",""巴黎大学"",""左翼"",""五月风暴"",""学生运动""]",巴黎大学为何在五月风暴以后被拆散成十三个大学？,1968年法国学生运动（即五月风暴）发动之后，巴黎大学被拆分成13座独立的大学，巴黎大学从此不复存在。这个拆分和五月风暴的关系到底是怎样的？背后有哪些政治因素呢？,13,713
51763167,1476869095,"[""字符编码"",""法语"",""乱码""]",法语内容在电脑上显示有乱码怎么解决？,"比如网页上这段话： L'hypothÃ¨se de Riemann, aprÃ¨s qu'on eut perdu l'espoir de la dÃ©montrer par les mÃ©thodes de la thÃ©orie des fonctions, nous apparaÃ®t aujourd'hui sous un jour nouveau, qui la montre insÃ©parable de la conjecture d'Artin sur les fonctions L, ces deux problÃ¨mes Ã©tant deux aspects d'une mÃªme question arithmÃ©tico-a…",11,933
51714571,1476763370,"[""互联网"",""群众"",""社会心理学"",""喷子""]",网络时代之前群众的戾气是怎么表现的？,提这个问题是想到一个有趣的问题，我们总说网上喷子多，戾气重，其实在网络时代到来之前，部分群众的戾气也不轻。比如今天在某个答案看到因为李宁失误，有人给李宁寄绳子让他自杀谢罪。也想起以前马晓春赢了聂卫平被别人喷内战内行，内奸啥的。还有什么类似的例子，能体现出互联网之前的戾气？前互联网时代的喷子是什么样子的？,13,295
50155344,1472516255,"[""Mac"",""macOS"",""输入法"",""搜狗输入法""]",搜狗输入法Mac版能装细胞词库吗？,程序员,2,32
49717310,1471433004,"[""密码学"",""金立手机"",""硬件加密""]",金立M6的加密采用的是什么标准，哪里能找到相关的技术文档？,"金立M6是一款国产的安卓手机，宣传上最大的亮点就是内置加密芯片。 （官网截图） 想在这里问一下，加密芯片实现的是哪个协议、哪个标准。端到端的专线通话执行的是哪个协议，通话前怎么交换 shared secret, 如果长时间通话的话怎么轮换的 session key, 能不能保证服务器上无法破解，以及专线通话有没有支持前向安全性。 这是一个纯粹密码学的问题。我是相信加密芯片相对于软件层面更加安全的，但是金立在加密芯片这块的技术标准 …",20,2466
48968071,1469635647,"[""伊斯兰教"",""战争"",""穆斯林（Muslim）"",""人类文明"",""恐怖袭击""]",最近一年多的恐怖袭击和冲突，能用亨廷顿《文明的冲突》提供的范式来解释吗？,可以。                                                        ——塞缪尔·亨廷顿，《文明的冲突》篇幅有限不一一转帖。关于伊斯兰世界内部的问题，可以翻阅《文明的冲突》其中的一节《伊斯兰：没有凝聚力的共识》，甚至预言了土耳其的宗教化，并分析了其原因。,62,7971
41780229,1458896201,"[""人工智能"",""围棋"",""AlphaGo（阿尔法围棋）"",""对弈人工智能""]",如何看待 David Silver 在 UCL 讲座上称 AlphaGo v18能让v13四个子？,（提问者注：很想改成 “能让樊麾四个子” 之类的抓眼球，但是出于严谨性还是算了...） David Silver 昨天在 UCL 给了个讲座，其中提到对 AlphaGo 的 ELO 评分，其中跟李世石下棋的版本（v18）竟然已经高达 4500 分，能让跟樊麾下棋的那款 AlphaGo （v13）四个子。ELO rating 也就是 http://goratings.org 上的 评分，目前世界围棋第一人柯洁是 3615 分 —— Elo rating 的分差表示相应的胜率，差 800 分的话胜率就是 100%，差 6…,108,4869
40116004,1454522678,"[""知乎"",""知乎社区"",""调查类问题"",""知乎回答""]",知乎的长篇高票低质量答案有什么共同点?,知乎现在已经是一个不小的社区了，流量很大，质量也在下降，营销号也越来越多。由于大量低质量用户的存在，很多高质量用户都流失了，甚至在走之前删掉了他们的全部答案。 在这里我想问问，长篇，高票但是低质量的答案有哪些共同点？ （如果来的人多的话，顺便问一句，哪些话题下面的高票低质量答案比较多？） 我知道营销号很多都缺乏干货，左右逢源，在情感类问题下灌水。但是知乎也不乏似懂非懂的普通用户冒充专家在自己不擅长…,30,1143
39855935,1453799724,"[""传感器"",""温度"",""测量"",""温度测量""]",如何测量三维空间中的温度场？,给定三维空间中的一片区域（比如一个密闭的房间，一个燃烧着的炉子，一锅沸腾的油，一片深海里的海水），如果需要知道这片区域中的温度场，用什么方式测量呢? 能想到的笨办法类似于用一个铁丝网组成格点，装上传感器去测量读数。有没有什么巧妙一些的办法呢?,16,282
38708051,1450603222,"[""阅读"",""历史"",""司马迁"",""史记"",""史记人物""]",《史记》里有哪些特别精彩的篇目?,能想到的有《项羽本纪》《屈原列传》《太史公自序》等等，想看看有没有比较系统的整理。,64,5394
38509414,1450078025,"[""古汉语"",""语言文化"",""汉语"",""读音"",""汉字读音""]",《离骚》中「高余冠之岌岌兮，长余佩之陆离」里面的「长」字念 cháng 吗?,"我的理解是「长」字是使动用法所以念 cháng, 但是网上也搜不到结论。",3,486
38207044,1449285996,"[""法国"",""名字"",""法语""]",为何法国人多有形如 “Jean-XXX” 这样的名字?,"在 Wikipedia 看到 Jean 和英语里的 John 是类似的，所以作为男性名字本身并不稀奇。我想问的是，为何法语区的人有很多形如 Jean-XXX 的名字，比如 Jean-Pierre, Jean-Georges, Jean-Claude, Jean-Marie 等等。",11,1250
36980703,1446085293,"[""小米科技"",""雷军（人物）"",""互联网行业"",""小米手机""]",截至2015年十月底，小米公司发展得怎么样？,问这个问题，是想到小米长期保持估值的高速增长，每年都有一次融资的消息。但是 2015 年几乎没有消息，加上资本寒冬，以及华为等竞争对手的崛起，很好奇小米现状。 利益相关：不是小米用户，只买过小米的充电宝。,14,1266
36848838,1445745887,"[""经济学""]",对于 “羊毛出在猪身上”，免费为主的互联网经济，有什么经济学方面的研究?,互联网产品的边际成本较低，大多数都是免费。 现在这个行业很流行 “羊毛出在猪身上” 这种模式，对此有什么好的经济学模型来刻画吗？,5,69
35389151,1441523903,"[""经济"",""经济形势"",""经济泡沫""]",经济上的泡沫对各产业有哪些好处和坏处?,提这个问题，是因为看到了 目前（2015 年 9 月）中国的经济状况到底有多糟糕？ 这个问题下的激烈讨论。我的理解是，由于经济有一定的周期，以及投资的反馈需要一定的时间，泡沫总会时不时地发生。 我想问问，泡沫的影响有哪些? 泡沫是否等于市场失灵? 泡沫带来的一定是坏影响吗? 我并没有定义 “泡沫” 是啥，如果能有牛人澄清一下泡沫的定义最好。,9,451
35056524,1440601764,"[""数据统计"",""优步（Uber）"",""O2O"",""费米问题"",""分享经济""]",Uber 在全球的司机有多少人?,争议多又怎样 Uber全球司机累计已超100万,6,166
34895414,1440205747,"[""输入法"",""搜狗"",""英文输入法""]",国内的输入法企业为什么不做英文输入法?,"感觉输入法这块，国内已经比国外强了太多。搜狗的话，有些功能我真希望英文输入法里面也有，比如输入 Celcius 就提示 ℃, 或者输入 alpha 就有 α, 输入 beta 就有 β 啥的。而且英文的话，也有很多很长的单词，可以提供补全（比如输入 opin 就提示 opinion, 等等），或者联想下一个（比如输入 United 下一个单词可以是 States, Kingdom, Airlines, Nation 等等）。 简单讲就是英文的信息熵也还挺高的，利用输入法可以优化。这么…",6,538
31370551,1434508165,"[""英语"",""语法"",""英语词汇""]",Syntax 和 Grammer 有何区别？,这两个词汇，有时候都叫做 “语法”。 我个人感受，Syntax 好像更接近语义（一些词按这个样子放在一起以后要表达什么意思），Grammer 更加接近语言的规则（这些词汇能不能这样放在一起，为什么要这样放在一起）。不知道理解得对不对。,42,4904
30959532,1433413921,"[""投资"",""理财"",""保险"",""金融""]",有哪些场景值得购买保险?,除了车险、医保等长期的以外，有些特定场景，我是会考虑购买保险的。比如坐飞机，出境旅游，租车等。想问问大家，还有那些场景，值得专门购买保险? （有人推销保险，但是不值得购买保险的场景也有必要说说）。谢谢。,7,435
30246537,1431233901,"[""地理"",""地图"",""GIS（地理信息系统）""]",漂亮的地图有哪些要素，如何制作漂亮的地图?,地图控，很喜欢地图。今天看到了两幅地图，觉得非常精美。想请教一下专业人士如何制作漂亮的地图。,114,7123
29553890,1428991942,"[""在华外国人"",""汉语"",""外国人"",""对外汉语"",""汉语水平考试(HSK)""]",参加 HSK（汉语水平考试）有什么感受？,不同的级别具体有什么区别？,550,183497
30012212,1430443511,"[""日本"",""环境"",""植物""]",日本的竹林问题是怎么回事？,在蜡笔小新里看到： 另外，这里 (http://seibutsu.biology.kyushu-u.ac.jp/~yahara/2001/Kida.html) 介绍说，竹子每年会向阔叶林渗透到10〜20米（具体的に九大移転地内のタケを調べてみると、タケは１年で１０～２０ｍ広葉樹林へ侵入し、また、タケが増えると枯れ木がそれに比例して増えていることがわかる。）想请相关人士介绍一下这方面的问题。,36,2799
27932577,1422857787,"[""茶"",""普洱茶""]",普洱茶的茶饼弄散以后怎么保存?,家里有一个普洱茶的茶饼，开始喝以后就那么放着，看着很不舒服。有什么比较好的保存方式?,17,6643
23346230,1397035535,"[""历史"",""中国古代历史"",""古代"",""澳大利亚"",""大洋洲""]",中国古代有没有发现澳洲?,古籍中关于南洋的记载中，马来、菲律宾、印尼都出现过。澳大利亚离印尼不远，古人发现过吗?,19,1307
21088239,1369110052,"[""货币"",""经济学"",""宏观经济学"",""金融"",""外汇管制""]",为什么国家要严控资金流动，打击地下钱庄?,跟朋友聊天，提到有很多资金流动的需求，但是在国家监管下很难实现或者成本很高。只能走地下钱庄。在帮助资金流动这方面，地下钱庄还是有一定的渠道和效率的。 我想问的是：为什么国家要严控资金流动，打击地下钱庄呢? 资金流动起来对经济应该是好事，为什么不允许呢? 感觉这种严格监管好像和经济规律也不匹配啊。 参考: 中国资金外流被指已堵不住 “地下钱庄”仍主流,111,10455
21154303,1370319032,"[""冷知识""]",有哪些东西，看起来很干净，其实不然?,杨梅……不信泡水里试试,73,9330
20866152,1363753312,"[""知乎建议反馈""]",如何自定义知乎的 “精选内容”？,比如 “如果一个美女和一个gay和你在同一个床上，你会面对着谁？”，某人的答案莫名其妙就成了精选内容推送给我，还没有 x 可以点，我对这玩意真心没兴趣啊。 假设知乎有意学习我的喜好，我怎么调教它呢？,4,733
20830556,1362686259,"[""优酷"",""广告"",""Adblock"",""优酷广告""]",优酷为什么不把 “广告不能正常播放了” 这段文字自身做成广告？,这段文字自身难道不能换成广告的内容吗？ 也许不是一个 30s 的视频，而是一段文字，一段平面广告，这难道不可行吗？,8,3570
20780512,1361004007,"[""输入法"",""计算机"",""英文输入法""]",有什么好的英文输入法？,Triivi和HI input，但是个人感觉还是前者更强大一些，但是前者UI做的太差劲,7,1892
20777909,1360873517,"[""移动硬盘"",""计算机"",""硬盘分区""]",移动硬盘能把一个分区分成两个或多个吗？,有一块 500G 的移动硬盘，分了 10G 出来做 OS X Lion 的安装盘。剩下 490G 是空的。现在需要做一个 Win 7 的安装盘，想知道能不能把那 490G 进行再次分区。（做安装盘似乎要占用整个分区的空间）,4,2605
20772147,1360487725,"[""Mac"",""macOS"",""软件"",""图片"",""颜色""]",为什么 MacBook Pro 可以迅速反转屏幕的颜色？,"昨天想制作以下这张图片，结果用 GIMP 反转颜色，大概用了几秒钟。而 Mac 上要是按 Ctrl+Option(Alt)+Command+8 可以直接反转显示器颜色，似乎不需要任何运算（也就是说，如果你用 Mac, 按下这快捷键，就可以迅速看到本图的原图，根本不用转换）。请问 Mac 上这种反转颜色是不是从硬件层面做到的，为什么不需要运算？原理是什么？",14,7314
20772095,1360483364,"[""音乐"",""春节"",""民乐"",""中国民乐""]",春节期间经常播放的民乐有哪些？,海外华人一枚，想自制点节日气氛。求问春节期间常播放的民乐的名字。 我能找到的有《春节序曲》（春晚开篇音乐），《金蛇狂舞》，以及《喜洋洋》（以前春晚念电报的音乐）。请问还有哪些？,13,3925
20762770,1359960443,"[""计算机"",""家用电器"",""电脑 DIY""]",为什么没人组装电视？,现在电脑已经走入寻常百姓家了， 但自行组装对于爱好者而言还是挺流行的， 搜索 build a pc 也有不少结果。但我似乎从没听说过有人订购零件组装电视。这是为什么? 是组装电视过时了还是从来就没有过？,5,717
20759259,1359792940,"[""物理学"",""温度"",""热力学"",""相变""]",干冰在各种温度下气化的速度是多少？,空运买了些海鲜，箱子里有八包干冰，没化。 放冰箱里一天，冷冻七包，冷藏一包，体积都没什么变化。冰箱的温度显然是不足以保持干冰固态的。应该是很慢的气化吧。 但是干冰气化的速度是多少呢？查了一下，查不到。有英文网页说是每24小时10磅，也没给气压和温度的条件。这类问题应该去哪里查？,2,1606
20751357,1359495301,"[""政治"",""文化差异"",""文化"",""教育"",""社会学""]",如何看待这种教育方式，这是不是洗脑？,这张图片来自 @陈浩 在 德国年轻人和其他欧洲年轻人如何看待希特勒？ 下的回答，标注是 “孩子们把球射向种族主义”。 看到这张图片，我觉得这是一种赤裸裸的洗脑，想问问各位对这个的看法。 我的理由如下： 小孩子根本不知道种族主义是什么东西，就被引导着去反对它。足球嘛，小孩子肯定是玩得很开心的，被教育的内容，则谈不上什么自己的判断。这种行为的性质就，好像中学政治课不告诉我们什么是 “形而上学” 而反对 “形而上…,33,2306
20742723,1359138049,"[""翻译"",""外语""]",有哪些常见的「常凯申」式翻译，如何避免？,看中文媒体，经常觉得不知所云，有一大原因就是「常凯申」式翻译。应该还有很多常见的例子被自己忽略了，导致读完了没有对上号。请问这类名词有哪些常见的错误译法？ 何为「常凯申」式翻译？详见“常凯申”误译事件,40,5297
20739095,1359012250,"[""字体"",""汉字"",""Unicode (万国码)"",""旧字形"",""新字形""]",为什么朮赤的「朮」字和常用的 「术」字不一样？,朮赤，是成吉思汗的长子。 看到 @李淼 的答案，也看了一下 wikipedia，发现都写作「朮」，而且没有任何解释。但好像以前看到的教科书里不是这样写的，维基百科日韩对应条目均不是汉字。这是为什么？,77,18549
21049518,1368323580,"[""日语"",""留学日本""]",准备去日本留学，如何进行日语的学习与准备？,从什么时候开始学习好，时间留多少才算充裕，如何编排学习进度，该在什么时候进行等级考试呢？,3339,85616
21049446,1368322262,"[""留学"",""留学日本""]",国内本科毕业之后去日本留学，有哪些途径？,可以通过那些渠道去日本大学院（=硕士博士）留学，分别需要多长时间？难度如何，有否奖学金？ 欢迎关注收藏夹【日本留学 扬帆系列】分享一些经验和周围大牛们提供的资源，支持DIY日本留学的追梦的孩纸。,1353,66831
21026555,1367851149,"[""日本"",""求职""]",在日本找工作，有哪些好网站推荐？,以日本本地大学毕业为主的应届生，在日本找工作的时候会有很多网站资讯，如何挑选网站，高效利用这些资讯？ 本问题为日本就职系列第二问，第一问请见： 想要在日本找工作，应该从何做起？,664,41674
21020286,1367737332,"[""日本"",""求职"",""应届毕业生""]",应届毕业生想要在日本找工作，应该从何做起？,作为一名应届大学生，在日本找工作时应该首先做些什么？如何获得有用的信息？应该在什么时候开始行动？,1447,110194
20956498,1366110148,"[""日本"",""留学"",""国际汇款""]",因留学等原因从中国向日本长期汇钱，最佳的方式是什么？,从国内银行向日本的银行账户汇款，一次手续费要几百人民币，而且都要等好几天才能到账，有什么其他方法可以节省手续费又方便吗？,1072,92484
20787074,1361257253,"[""女性"",""人体"",""生物学"",""医学"",""解剖学""]",经常看到街上有的女生腿过于细，到了病态可怕的程度，这是一种病吗？,一般的腿细美观，好看。但是总能看到有的人腿细的仿佛只有骨头，没有肌肉和脂肪，类似于非洲难民或者久不运动肌肉萎缩的人，难以产生美感。 这是天生就这样的还是有这么一种病呢？她们行走跑动时会不会有不便，对身体素质和运动能力有影响吗？ 看到有人莫名其妙的说是好色，知道我是女生之后又说是嫉妒，不知道出于什么心理。故详细说明一下。 下图是正常，健康的细腿，可以看到是有肌肉的。大腿有脂肪但是紧致。 下图是我说的病…,721,330363
20662230,1355784696,"[""调查类问题"",""应用程序 (Application Programme)"",""日语"",""日语学习""]",有哪些不为人知的学习日语的好手机应用？,自问。欢迎大家踊跃作答。内容不仅限于中国app store。,2277,129612
20661482,1355741616,"[""癌症"",""医学"",""疫苗"",""妇科"",""HPV""]",接受宫颈癌疫苗注射有哪些注意事项？,"基础知识请见：子宫颈癌疫苗_百度百科 可以预防子宫颈癌中70%由病毒引起的癌症。如果使用正确，降低癌症发生率的效果达到91.6%。 虽然很值得高兴，但是该疫苗 1，推出时间过短，尚未得到很长久的验证，从医学角度讲，是否会有潜在的不良因素？ 2, 最佳注射时间为15岁。那么25岁左右的女性接种疫苗，效果如何？ 3，如何才能知道自己是否已经感染过这两种病毒？如果感染，会对疫苗的效果有什么影响？（据网上说会无效） ----- 本题…",13979,1424381
20610716,1353475822,"[""文化差异"",""恋爱""]",与和中国人谈恋爱相比，你在和外国人（中文非母语）的恋爱关系中，感觉到什么特别的优点和缺点？,与和中国人相比，这段关系给你带来的积极的东西，以及消极的东西。 或者是你为了维持这个恋爱关系所要做出的额外的辛苦，遇到的前所未有的问题，以及之前从未得到的东西等等。 ps.这个问题感觉应该有人提过，但是搜索无法找到。如果有请指出。 有没有和俄罗斯女孩谈恋爱的，特别想知道这个。,1008,146228
20520991,1349786837,"[""美食"",""餐厅"",""东京"",""日本旅游""]",东京有哪些值得推荐的餐厅？,希望住在日本东京的朋友们能推荐一些具体的饭店，最好带有店名和描述，而不要泛泛的说一类食物。 这道题我自己也会作答。期待大家给出没去过的美味的店好去尝试。,10918,576730
20503539,1348796838,"[""日本"",""旅游"",""日本文化"",""公交车"",""公共交通"",""留学日本""]",在日本如何乘坐公交车？,上车是有人售票还是投币呢，需要准备零钱吗？,555,100290
20497260,1348496284,"[""豆瓣""]",为什么豆瓣上的部落，同一时间只能加入一个？,对多个部落的话题都有兴趣的用户，发现无法同时关注时会产生困惑。豆瓣显然也知道这一点。那么这是出于什么样的考虑和发展愿景？ 比如形成用户对某一个部落的归属感？,8,947
20486485,1347979309,"[""日本"",""日本文化"",""钓鱼岛"",""中日钓鱼岛争端""]",对于17日有人在福冈中国领事馆投放烟雾弹一事，日本民众有何反应？,http://www.l99.com/EditText_view.action?textId=556374 2012年9月17日晚间，有一名日本男子，傍晚5点，在福冈朝中国大陆领事馆，连续丢掷2枚烟雾弹，随即坐车逃逸，日本警方循线，火速已经将这名滋事男子逮捕。,47,7077
20415045,1344710370,"[""知乎"",""Feed""]",知乎的“最新动态”（Feed）里面的赞同按钮是否会影响用户的客观判断？,很多时候最新动态里出现的是自己关注的人的答案或他赞同的答案。点击展开即可看他回答的完整答案。左边的赞同和反对按钮可以使我们在看完之后快捷的进行评价。 这个功能很贴心，很方便。但是通过自己的行为我发现这也许也会造成我们不读完一个问题的所有答案便投票。 通常我们对自己关注的人本来就有好感。如果从差到好用0-10分评价的话，这个人的答案有6分我们就会赞同。但是原问题下也许还有8分，10分的好答案。如果不看那些答…,9,679
20411299,1344540078,"[""学习"",""思考""]",在课堂上，如何听讲，如何思考才能问出问题？,我们一直习惯在课堂上仅仅听老师说，单方面接受知识，老师讲的我们也都能懂。但是在其他国家，很多课程都有提问环节，特别是西方是边讲课边提问题进行的。我发现无论如何我绞尽脑汁都想不出问题。觉得老师讲的很明了，我也没发现有什么值得质疑的东西，也发现不出提问题的点。到底是差在什么地方，有什么方法可以进行训练呢？ 在一些企业的宣讲会等其他场合也会有提问题的环节，因此我觉得这样一个能力还是很有用的。 由于有朋友…,97,3878
20400770,1344140158,"[""飞机"",""电信运营商"",""航空公司"",""盈利模式""]",在飞机上提供无线互联网服务的盈利潜力如何？,注：这是某著名公司的面试题，因此答案应该并不简单。 按理说无论是否提供上网服务，对于人们坐飞机的要求都影响甚微。因此基本上影响的是人们对于航空公司的选择。 关于在飞机上提供无线连接的技术请参见： “在飞机航班上提供 Wi-Fi 服务为什么迟迟没推广开？难度和成本高在哪儿？” http://zhi.hu/GD3S “飞机上提供 Wi-Fi 上网是怎样实现通信？成本和效率有多高？” http://zhi.hu/GD2z 以上两个问题是从实现角度上提的…,40,1523
20404338,1344283862,"[""文化差异"",""英语"",""美国文化""]",英语国家的人问「How are you?」后是如何期待这句话之后的回答和对话的发展的？,"我的观察发现，他们一些人会回答""Good. xxxx""之后描述一下自己今天做了的事情。或者""Not bad. And you?""来询问对方的情况。 我想知道老外对于这句话到底是在期待什么回答，毫无疑问，他们的目的是开始一段对话。那么我们说什么，怎么说比较好？谈谈今天做了的事情还是什么？什么样的事情作为话题比较好？（因为我总觉得说自己的事情很无聊） 请实际在国外生活过一个月以上，或者对生活中的英语特别了解的人作答。教材上看来的请…",812,126272
20396141,1343919543,"[""时尚"",""生活""]",在欧美，一般女生日常生活中穿黑色或者半透明黑色丝袜吗？,以前在网上有过这样的文章：http://wenwen.soso.com/z/q222584285.htm 说是不透明黑色丝袜仅用于葬礼，半透明黑色丝袜则有特殊含义。也有一部分评论说这个信息已经过时。现在到底是什么样的？特别是欧洲是什么样的？像亚洲一样配裙子穿出去正常吗？,171,49787
20738062,1358976996,"[""知乎"",""知乎产品改进"",""知乎产品"",""知乎建议反馈""]",对关注的人，能否只看到对方的回答和提问，而不是赞同及关注？,我关注了一些人，主要是某一行业的，希望看看他们的看法。但这些人也是普通人，也会去关注一些其它的问题，也会去赞同一些其它的答案，我能否在首页的信息里面屏蔽掉他们的赞同和关注？ 也许有人会建议我关注话题，而不是具体的人，但那个话题比较大，容易信息过载，也不是很方便。,1,321
20735915,1358909204,"[""iPhone"",""微信"",""短信"",""应用程序 (Application Programme)"",""Android""]",有能整合微信和短信功能的 App 吗？,本质上就是短信交流，不约炮。 现状基本是和年纪大些的人用短信，和年轻人用微信。 于是想知道有没有 App 能整合二者，这样用起舒服些，也可以教父母用。,5,1461
20735559,1358878149,"[""知乎用户"",""李开复（人物）""]",李开复对 GayScript 事件持什么态度？,有没有人给事件做个总结，说说相关当事人的态度？听说 GayScript 服软道歉了，知乎团队似乎有点焦头烂额，李开复这头呢？,115,38893
20710851,1357997788,"[""知乎"",""知乎建议反馈"",""标签（Tag）""]",为什么知乎上有那么多几乎为空的标签？,我发现希望一个问题在知乎引发讨论和有效回答，选标签非常重要。但知乎上的标签简直是一团乱麻，同一个内容，有无数个差别很小的标签（类似于 “辣椒” 和 “辣椒酱”），关注这些标签的人也不统一。（另外，还有很多无人关注的空标签，比如 “指数分布”）。这种现象是怎么来的，是否会影响知乎的问答质量？感觉 StackOverflow 那样的社区对标签的创立有严格的控制，能引导大家关注想看的问答。,0,209
20712581,1358074619,"[""知乎"",""知乎建议反馈""]",知乎的相关问题中为何会出现循环链接？,看这张图，相关问题中的前两个都自动跳转到原问题，囧。 既然这样，相关问题就不应该提示那个问题，因为点了以后没有任何裨益，不如忽略掉。,2,536
20697435,1357526460,"[""腾讯 QQ"",""腾讯"",""聊天"",""QQ 聊天"",""广播电视""]",QQ 在什么情况下会被冻结？,我在国外念书，寒假回家上 QQ，不到一个月的时间被冻结了四次，而且每次解密都巨麻烦…… 我想问问这里的高人，有什么方法可以避免这些情况？哪些内容是会触及 G 点的敏感词？（我改了两次密码，密码是大小写、数字、特殊符号都有的，强度不小的，不像是被盗号。也没有异地登录记录，最多就是我链接 vpn 后登录。） 附录：四次冻结情况如下： 1. mm: 淘宝上真是什么都有…… 我：有铀-235吗？有铯-137吗？ xxxx 已被冻结 （!@#$%…,13,4101
20689172,1357215943,"[""城市建设"",""X 的有趣故事"",""城市发展"",""城镇化"",""城乡结合部""]",有哪些你听说的关于拆迁（比如强拆、钉子户）的故事？,今天听了点故事，才知道钉子户可以多奇葩，拆迁也不是像媒体上说的那样一边倒。有哪些你听说过的关于拆迁的故事？有没有人拍摄过相关的纪录片？,44,9744
20686448,1357057073,"[""科普"",""科学""]",21世纪（2001年起）有什么好的科普书籍？,我看到的好的科普书籍很多都是60年代左右的，比如《从一到无穷大》。买到的这些书上面写着 “20世纪科普经典特藏”，于是激发了我这个问题，现在不流行写科普了吗？我注意到卢沧海有一些不错的作品，其他人呢？二十一世纪有哪些值得注意的英文科普？有哪些介绍近期发现的科普？ （这里 “科普” 一词不妨作广义的理解，能用靠谱且生动的语言把一些学问的道理基本介绍清楚，就是好科普，未必要局限于物理或者化学。比如介绍一些优…,23,2638
20396810,1343962265,"[""主持""]",白岩松还在播奥运，同时期的主持人敬一丹和水均益干嘛去了？,程序员,3,264
20382296,1343371095,"[""数学"",""计算机"",""计算机科学"",""线性规划""]",全世界的计算机 95% 的时间都在解线性方程，这句话现在还对吗？,记得小时候看科普读物（大概是《数学：新的黄金时代》）看到过类似于“全世界的计算机 95% 的时间都在解线性方程”（比如 Linear Programing）这样一个陈述。惊讶之余想想也可以接受，比如线性规划，当年计算机搞出来就是干这个的，不少问题也可以转化成线性规划，或者矩阵来处理。你要说登月或者造核弹，95%的计算量是在解线性方程，完全可能。 但今天我意识到，那本书是1986年左右写的。这句话到今天还对不对？（或者范围放宽…,55,3200
